Age,Gender,Diet Type,Allergies,Goal,Physical Activity Level,Height (cm),Weight (kg),Diet Plan
50,Male,Dairy-Free,None,Weight Gain,Moderate,195,58,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
35,Male,Gluten-Free,Shellfish,Muscle Gain,Moderate,184,93,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
53,Female,Non-Vegetarian,Gluten,PCOD/PCOS Cure,Active,176,112,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
58,Female,Gluten-Free,Nuts,PCOD/PCOS Cure,Active,196,81,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
27,Male,Vegan,Shellfish,Muscle Gain,Sedentary,153,90,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
19,Male,Vegetarian,Lactose,Weight Loss,Active,154,112,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
19,Male,Vegetarian,Gluten,Diabetes Management,Moderate,185,69,"Vegetarian diabetes plan: Vegetable curry, Spinach soup, Lentils"
70,Female,Vegan,Gluten,Muscle Gain,Active,172,106,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
66,Male,Vegan,Shellfish,Weight Loss,Sedentary,192,57,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
21,Male,Vegan,None,PCOD/PCOS Cure,Moderate,154,67,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
37,Male,Non-Vegetarian,Gluten,Weight Loss,Active,197,57,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
65,Male,Vegan,Lactose,Muscle Gain,Sedentary,174,60,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
57,Female,Gluten-Free,Nuts,Weight Loss,Active,159,92,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
21,Female,Vegetarian,Nuts,Muscle Gain,Active,176,86,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
60,Female,Vegan,Lactose,Weight Gain,Moderate,188,104,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
33,Female,Vegetarian,Nuts,Diabetes Management,Active,184,51,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
68,Male,Dairy-Free,Lactose,Diabetes Management,Moderate,183,94,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
58,Female,Vegan,Nuts,PCOD/PCOS Cure,Moderate,157,85,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
49,Female,Dairy-Free,Lactose,Weight Gain,Sedentary,194,103,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
44,Male,Gluten-Free,Shellfish,Diabetes Management,Moderate,200,52,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
27,Male,Vegan,Nuts,Diabetes Management,Sedentary,158,68,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
21,Female,Vegetarian,None,Diabetes Management,Moderate,157,69,"Gluten-Free weight gain: Quinoa, Chicken breast, Sweet potato"
31,Male,Vegetarian,Gluten,Diabetes Management,Moderate,196,58,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
23,Male,Non-Vegetarian,Gluten,Weight Gain,Moderate,156,60,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
18,Male,Vegan,Gluten,Weight Gain,Moderate,163,72,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
70,Female,Gluten-Free,Nuts,Weight Loss,Moderate,194,82,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
39,Male,Non-Vegetarian,Shellfish,Weight Loss,Sedentary,171,82,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
56,Female,Gluten-Free,Nuts,PCOD/PCOS Cure,Sedentary,176,92,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
66,Male,Dairy-Free,Gluten,Muscle Gain,Active,150,50,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
45,Male,Non-Vegetarian,None,Weight Loss,Sedentary,160,59,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
56,Male,Non-Vegetarian,Nuts,Weight Loss,Active,155,71,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
63,Male,Gluten-Free,Shellfish,Weight Gain,Active,189,111,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
63,Female,Vegetarian,Gluten,Weight Gain,Active,153,75,"Gluten-Free weight gain: Quinoa, Chicken breast, Sweet potato"
28,Male,Non-Vegetarian,Nuts,Diabetes Management,Active,175,69,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
48,Female,Non-Vegetarian,Gluten,Diabetes Management,Active,163,80,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
26,Female,Non-Vegetarian,None,Muscle Gain,Moderate,170,61,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
62,Female,Non-Vegetarian,None,Diabetes Management,Sedentary,176,101,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
29,Male,Gluten-Free,Shellfish,Weight Loss,Sedentary,199,99,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
38,Female,Vegetarian,Gluten,Diabetes Management,Active,165,50,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
20,Female,Gluten-Free,Shellfish,Muscle Gain,Sedentary,182,112,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
68,Male,Non-Vegetarian,Shellfish,PCOD/PCOS Cure,Moderate,172,104,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
26,Male,Vegan,Nuts,Weight Loss,Active,170,98,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
55,Male,Vegan,Shellfish,Weight Gain,Sedentary,190,62,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
70,Female,Dairy-Free,Shellfish,Weight Loss,Active,160,73,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
67,Male,Non-Vegetarian,Lactose,Muscle Gain,Moderate,171,56,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
22,Male,Gluten-Free,Lactose,Weight Loss,Moderate,182,103,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
23,Male,Gluten-Free,Nuts,Weight Loss,Moderate,150,83,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
19,Female,Vegetarian,Lactose,PCOD/PCOS Cure,Active,189,94,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
47,Female,Vegan,Shellfish,PCOD/PCOS Cure,Sedentary,185,100,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
70,Male,Dairy-Free,Lactose,PCOD/PCOS Cure,Active,190,69,"Dairy-Free weight gain: Avocado toast, Grilled tofu, Quinoa bowl"
38,Male,Vegetarian,Nuts,Muscle Gain,Active,197,97,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
25,Male,Dairy-Free,Gluten,Muscle Gain,Sedentary,191,89,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
56,Female,Gluten-Free,Lactose,PCOD/PCOS Cure,Sedentary,163,116,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
37,Male,Dairy-Free,None,Muscle Gain,Active,200,111,"Dairy-Free weight gain: Avocado toast, Grilled tofu, Quinoa bowl"
44,Female,Non-Vegetarian,Nuts,PCOD/PCOS Cure,Active,171,65,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
69,Male,Non-Vegetarian,Nuts,Muscle Gain,Moderate,188,92,"Dairy-Free muscle gain: Nut butter toast, Chickpea curry, Lentils"
58,Female,Gluten-Free,Lactose,Diabetes Management,Active,171,113,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
49,Male,Dairy-Free,Gluten,PCOD/PCOS Cure,Moderate,165,97,"Dairy-Free muscle gain: Nut butter toast, Chickpea curry, Lentils"
43,Male,Vegan,Nuts,PCOD/PCOS Cure,Active,186,98,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
18,Female,Gluten-Free,Gluten,Muscle Gain,Moderate,188,89,"Vegetarian diabetes plan: Vegetable curry, Spinach soup, Lentils"
41,Female,Vegetarian,None,PCOD/PCOS Cure,Active,198,52,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
40,Male,Gluten-Free,Gluten,Diabetes Management,Active,181,118,"Dairy-Free muscle gain: Nut butter toast, Chickpea curry, Lentils"
46,Female,Vegetarian,Nuts,Muscle Gain,Sedentary,162,86,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
63,Female,Vegan,Nuts,Muscle Gain,Sedentary,180,57,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
54,Female,Gluten-Free,Lactose,Weight Gain,Sedentary,158,88,"Dairy-Free weight gain: Avocado toast, Grilled tofu, Quinoa bowl"
43,Female,Vegan,None,Diabetes Management,Active,194,76,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
65,Female,Non-Vegetarian,Nuts,Weight Gain,Active,190,86,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
67,Female,Vegetarian,Gluten,PCOD/PCOS Cure,Sedentary,180,53,"Dairy-Free weight gain: Avocado toast, Grilled tofu, Quinoa bowl"
67,Male,Vegan,Nuts,Weight Gain,Active,176,55,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
38,Male,Vegan,Shellfish,Diabetes Management,Moderate,183,91,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
26,Male,Non-Vegetarian,Shellfish,Weight Gain,Moderate,182,55,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
53,Female,Gluten-Free,Nuts,Diabetes Management,Active,162,97,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
53,Male,Gluten-Free,Gluten,Diabetes Management,Moderate,156,105,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
36,Male,Vegetarian,Shellfish,Muscle Gain,Sedentary,151,60,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
23,Male,Vegetarian,None,Weight Loss,Sedentary,181,107,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
61,Male,Dairy-Free,Shellfish,Weight Loss,Sedentary,194,76,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
40,Female,Vegetarian,Lactose,PCOD/PCOS Cure,Moderate,177,99,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
24,Male,Vegan,Shellfish,Diabetes Management,Sedentary,193,85,"Vegetarian diabetes plan: Vegetable curry, Spinach soup, Lentils"
69,Female,Vegan,Lactose,Muscle Gain,Moderate,159,86,"Dairy-Free muscle gain: Nut butter toast, Chickpea curry, Lentils"
56,Male,Non-Vegetarian,Lactose,Weight Gain,Sedentary,171,113,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
45,Female,Vegan,Lactose,Weight Loss,Moderate,175,51,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
47,Male,Vegetarian,Gluten,Diabetes Management,Sedentary,173,80,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
24,Female,Vegan,Gluten,Weight Loss,Active,164,71,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
64,Female,Vegetarian,None,Weight Loss,Active,175,73,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
32,Male,Vegan,Gluten,Weight Gain,Sedentary,154,109,"Gluten-Free weight gain: Quinoa, Chicken breast, Sweet potato"
55,Female,Gluten-Free,None,Weight Loss,Moderate,191,71,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
29,Female,Dairy-Free,Shellfish,Weight Gain,Moderate,156,67,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
19,Male,Gluten-Free,Shellfish,Weight Gain,Moderate,165,101,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
35,Male,Gluten-Free,Shellfish,Muscle Gain,Sedentary,190,60,"Dairy-Free weight gain: Avocado toast, Grilled tofu, Quinoa bowl"
24,Male,Vegan,Nuts,Weight Loss,Sedentary,198,100,"Gluten-Free weight gain: Quinoa, Chicken breast, Sweet potato"
62,Male,Dairy-Free,Shellfish,Weight Loss,Active,169,77,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
42,Male,Vegetarian,Gluten,Muscle Gain,Moderate,167,87,"Vegetarian diabetes plan: Vegetable curry, Spinach soup, Lentils"
43,Female,Non-Vegetarian,Lactose,Weight Loss,Sedentary,164,90,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
52,Male,Vegan,None,Weight Loss,Sedentary,189,73,"Gluten-Free weight gain: Quinoa, Chicken breast, Sweet potato"
31,Male,Dairy-Free,Nuts,Muscle Gain,Active,184,64,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
64,Male,Gluten-Free,None,Muscle Gain,Sedentary,168,87,"Dairy-Free muscle gain: Nut butter toast, Chickpea curry, Lentils"
70,Male,Dairy-Free,Lactose,Diabetes Management,Sedentary,158,88,"Dairy-Free weight gain: Avocado toast, Grilled tofu, Quinoa bowl"
39,Male,Dairy-Free,None,Diabetes Management,Sedentary,161,93,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
61,Male,Dairy-Free,Nuts,Muscle Gain,Sedentary,178,92,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
49,Female,Vegan,Nuts,Weight Loss,Sedentary,182,89,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
64,Male,Vegetarian,Shellfish,Weight Loss,Sedentary,166,90,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
41,Female,Vegan,Shellfish,Diabetes Management,Active,197,84,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
22,Male,Dairy-Free,Nuts,PCOD/PCOS Cure,Sedentary,165,114,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
50,Male,Non-Vegetarian,Shellfish,Diabetes Management,Sedentary,165,90,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
27,Female,Dairy-Free,Lactose,Weight Loss,Moderate,188,87,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
47,Male,Vegetarian,None,Weight Loss,Sedentary,191,92,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
55,Male,Vegetarian,Shellfish,Diabetes Management,Active,171,58,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
24,Male,Vegetarian,Lactose,Weight Gain,Moderate,150,111,"Dairy-Free weight gain: Avocado toast, Grilled tofu, Quinoa bowl"
60,Female,Vegetarian,Nuts,PCOD/PCOS Cure,Active,166,112,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
23,Male,Vegan,Gluten,Weight Loss,Moderate,174,99,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
35,Female,Vegan,Lactose,Weight Gain,Moderate,167,91,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
56,Female,Gluten-Free,Gluten,PCOD/PCOS Cure,Active,160,64,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
33,Female,Gluten-Free,Nuts,Muscle Gain,Sedentary,185,102,"Vegetarian diabetes plan: Vegetable curry, Spinach soup, Lentils"
38,Male,Vegan,None,Muscle Gain,Sedentary,159,96,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
39,Female,Gluten-Free,Lactose,Weight Gain,Active,173,116,"Dairy-Free muscle gain: Nut butter toast, Chickpea curry, Lentils"
50,Female,Gluten-Free,Nuts,Muscle Gain,Sedentary,154,108,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
51,Male,Vegetarian,None,Weight Loss,Active,157,53,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
25,Female,Vegan,Nuts,Diabetes Management,Sedentary,154,98,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
50,Male,Non-Vegetarian,Gluten,PCOD/PCOS Cure,Sedentary,166,116,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
66,Female,Gluten-Free,None,Weight Loss,Sedentary,192,84,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
44,Female,Dairy-Free,Shellfish,PCOD/PCOS Cure,Sedentary,186,112,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
40,Male,Vegan,Shellfish,Diabetes Management,Moderate,157,62,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
24,Male,Gluten-Free,None,Weight Gain,Sedentary,176,98,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
44,Male,Non-Vegetarian,Gluten,Muscle Gain,Moderate,196,74,"Gluten-Free weight gain: Quinoa, Chicken breast, Sweet potato"
65,Male,Dairy-Free,Lactose,Muscle Gain,Active,162,115,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
62,Female,Vegetarian,None,Weight Loss,Active,159,52,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
19,Female,Vegan,Lactose,Muscle Gain,Sedentary,174,62,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
53,Male,Vegan,Lactose,Muscle Gain,Active,154,86,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
36,Female,Dairy-Free,Gluten,Weight Gain,Active,173,118,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
52,Female,Dairy-Free,Lactose,Muscle Gain,Sedentary,153,81,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
35,Female,Vegan,Gluten,Weight Loss,Sedentary,176,63,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
24,Male,Non-Vegetarian,Lactose,Weight Gain,Active,196,103,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
63,Male,Vegetarian,Shellfish,Weight Loss,Moderate,185,85,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
67,Male,Gluten-Free,Shellfish,Diabetes Management,Active,167,113,"Vegetarian diabetes plan: Vegetable curry, Spinach soup, Lentils"
23,Female,Vegan,Nuts,Weight Gain,Moderate,181,74,"Vegetarian diabetes plan: Vegetable curry, Spinach soup, Lentils"
34,Male,Non-Vegetarian,Nuts,Weight Gain,Moderate,171,118,"Vegetarian diabetes plan: Vegetable curry, Spinach soup, Lentils"
36,Female,Vegan,Nuts,Muscle Gain,Moderate,150,111,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
69,Male,Non-Vegetarian,None,Diabetes Management,Active,173,96,"Vegetarian diabetes plan: Vegetable curry, Spinach soup, Lentils"
38,Female,Vegan,Nuts,Muscle Gain,Active,189,96,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
27,Female,Gluten-Free,Gluten,Weight Gain,Sedentary,170,69,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
18,Male,Gluten-Free,Gluten,Diabetes Management,Moderate,175,88,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
46,Female,Dairy-Free,Gluten,Muscle Gain,Active,173,83,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
32,Female,Dairy-Free,Nuts,Weight Loss,Active,174,52,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
39,Male,Vegan,None,Diabetes Management,Moderate,191,90,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
66,Male,Vegan,None,Diabetes Management,Moderate,191,83,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
69,Female,Dairy-Free,Lactose,Diabetes Management,Active,197,68,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
65,Female,Non-Vegetarian,Lactose,Weight Loss,Sedentary,150,69,"Gluten-Free weight gain: Quinoa, Chicken breast, Sweet potato"
32,Male,Vegan,Gluten,PCOD/PCOS Cure,Active,196,109,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
37,Female,Gluten-Free,Lactose,PCOD/PCOS Cure,Moderate,180,113,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
33,Female,Vegan,Shellfish,Diabetes Management,Sedentary,167,74,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
28,Male,Vegan,Lactose,Weight Loss,Active,154,118,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
50,Male,Gluten-Free,Lactose,Muscle Gain,Moderate,158,101,"Dairy-Free weight gain: Avocado toast, Grilled tofu, Quinoa bowl"
59,Male,Dairy-Free,Shellfish,Muscle Gain,Active,160,117,"Dairy-Free muscle gain: Nut butter toast, Chickpea curry, Lentils"
69,Female,Gluten-Free,None,Weight Loss,Moderate,190,72,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
23,Female,Vegetarian,Lactose,Weight Loss,Active,193,110,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
53,Female,Gluten-Free,None,Weight Gain,Active,194,78,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
21,Female,Non-Vegetarian,Nuts,PCOD/PCOS Cure,Sedentary,170,106,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
24,Male,Vegetarian,Nuts,PCOD/PCOS Cure,Active,176,109,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
42,Female,Dairy-Free,Gluten,PCOD/PCOS Cure,Active,193,79,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
34,Female,Gluten-Free,Gluten,Weight Loss,Active,198,116,"Non-Vegetarian weight loss: Grilled fish, Chicken salad, Vegetable stew"
21,Male,Dairy-Free,Shellfish,Weight Gain,Sedentary,150,105,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
64,Female,Non-Vegetarian,Shellfish,Diabetes Management,Sedentary,193,64,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
32,Female,Dairy-Free,Gluten,Weight Gain,Moderate,160,64,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
55,Male,Gluten-Free,Gluten,Diabetes Management,Sedentary,159,83,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
31,Female,Vegetarian,Gluten,Muscle Gain,Sedentary,182,110,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
69,Female,Vegan,Nuts,Diabetes Management,Moderate,192,117,"Vegan weight loss plan: Smoothie, Quinoa salad, Lentil soup"
36,Male,Gluten-Free,None,PCOD/PCOS Cure,Moderate,163,77,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
47,Female,Vegetarian,Lactose,PCOD/PCOS Cure,Active,170,90,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
24,Male,Non-Vegetarian,Shellfish,Weight Gain,Moderate,175,95,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
61,Female,Gluten-Free,Nuts,Muscle Gain,Sedentary,183,119,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
43,Male,Non-Vegetarian,Shellfish,Diabetes Management,Active,193,58,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
70,Female,Gluten-Free,Gluten,Weight Loss,Sedentary,198,70,"Dairy-Free weight loss: Oatmeal, Vegan salad, Lentil soup"
54,Male,Vegetarian,Nuts,Weight Loss,Active,160,95,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
59,Female,Non-Vegetarian,Nuts,Diabetes Management,Active,177,77,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
21,Female,Gluten-Free,Gluten,Diabetes Management,Moderate,186,92,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
46,Male,Vegetarian,Nuts,PCOD/PCOS Cure,Sedentary,183,75,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
18,Female,Vegan,Lactose,PCOD/PCOS Cure,Moderate,169,81,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
32,Female,Vegetarian,Gluten,Weight Loss,Moderate,181,89,"Gluten-Free weight gain: Quinoa, Chicken breast, Sweet potato"
46,Female,Non-Vegetarian,Shellfish,Diabetes Management,Active,158,101,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
44,Female,Vegetarian,Gluten,Weight Loss,Active,154,54,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
35,Female,Vegetarian,Gluten,Weight Gain,Active,165,79,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
56,Female,Vegetarian,Lactose,PCOD/PCOS Cure,Moderate,157,118,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
65,Male,Non-Vegetarian,Lactose,Muscle Gain,Sedentary,163,78,"Gluten-Free weight gain: Quinoa, Chicken breast, Sweet potato"
64,Male,Vegetarian,None,Weight Loss,Sedentary,192,90,"Gluten-Free diabetes plan: Smoothie bowl, Chicken salad, Grilled veggies"
65,Female,Vegan,None,Weight Gain,Sedentary,154,67,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
51,Male,Non-Vegetarian,Lactose,Diabetes Management,Moderate,181,104,"Vegan PCOS cure: Smoothie, Chickpea curry, Vegetable soup"
45,Male,Vegan,Shellfish,Muscle Gain,Active,152,96,"Vegetarian weight loss: Fruit salad, Spinach soup, Dal rice"
53,Female,Dairy-Free,Gluten,Muscle Gain,Active,197,72,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
69,Male,Gluten-Free,Lactose,Diabetes Management,Moderate,186,88,"Vegetarian diabetes plan: Vegetable curry, Spinach soup, Lentils"
27,Female,Vegan,None,Weight Gain,Active,151,109,"Non-Vegetarian diabetes plan: Egg whites, Grilled chicken, Baked fish"
29,Male,Dairy-Free,Gluten,Muscle Gain,Sedentary,199,95,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
41,Male,Vegan,Lactose,Diabetes Management,Sedentary,195,68,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
33,Female,Vegan,Gluten,Weight Loss,Moderate,182,105,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
35,Male,Gluten-Free,Gluten,Weight Loss,Active,177,80,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
43,Female,Vegetarian,Gluten,Weight Loss,Sedentary,185,110,"Gluten-Free PCOS cure: Fruit bowl, Gluten-free bread, Tofu stir-fry"
52,Female,Vegetarian,Nuts,Muscle Gain,Active,197,114,"Non-Vegetarian muscle gain: Eggs, Chicken breast, Salmon"
25,Male,Vegan,Lactose,Weight Loss,Sedentary,164,83,"Vegan diabetes plan: Green smoothie, Grilled veggies, Lentil curry"
67,Female,Gluten-Free,Gluten,Diabetes Management,Sedentary,192,99,"Vegetarian muscle gain: Oats, Paneer curry, Chickpea stew"
